"Step","participant_id: 661_test_30 - val/rmse","participant_id: 661_test_30 - val/rmse__MIN","participant_id: 661_test_30 - val/rmse__MAX"
"56","0.12025124579668045","0.0953952968120575","0.1451071947813034"
"113","0.11034257337450981","0.10837110131978989","0.11231404542922974"
"171","0.10741870105266571","0.07018934190273285","0.14464806020259857"
"228","0.0799988154321909","0.06043394282460213","0.09956368803977966"
"286","0.06185394898056984","0.0543549582362175","0.06935293972492218"
"343","0.057890065014362335","0.04935365170240402","0.06642647832632065"
"401","0.05763724818825722","0.045947276055812836","0.0693272203207016"
"458","0.05795604921877384","0.0451812706887722","0.07073082774877548"
"515","0.05616319552063942","0.04253072291612625","0.06979566812515259"
"573","0.05342894047498703","0.041115544736385345","0.06574233621358871"
"630","0.05130234360694885","0.0398738756775856","0.0627308115363121"
"688","0.04749070294201374","0.03773389756679535","0.05724750831723213"
"745","0.045679979026317596","0.0380948930978775","0.05326506495475769"
"803","0.040875330567359924","0.03314445540308952","0.048606205731630325"
"860","0.03838707134127617","0.032558709383010864","0.04421543329954147"
"918","0.03758940100669861","0.03298256918787956","0.042196232825517654"
"975","0.036046139895915985","0.03134487196803093","0.04074740782380104"
"1032","0.03548829071223736","0.03189018368721008","0.03908639773726463"
"1090","0.03348401561379433","0.031059853732585907","0.03590817749500275"
"1147","0.035113176330924034","0.03282307833433151","0.037403274327516556"
"1205","0.0348030012100935","0.03152545914053917","0.03808054327964783"
"1262","0.035674476996064186","0.03149077668786049","0.03985817730426788"
"1320","0.03589318227022886","0.030924739316105843","0.04086162522435188"
"1377","0.03630734421312809","0.031743649393320084","0.040871039032936096"
"1435","0.03658166155219078","0.031438376754522324","0.04172494634985924"
"1492","0.03671881556510925","0.03136810287833214","0.04206952825188637"
"1549","0.03709754068404436","0.030031444504857063","0.04416363686323166"
"1607","0.037433731369674206","0.031162841245532036","0.043704621493816376"
"1664","0.03967023082077503","0.034722428768873215","0.04461803287267685"
"1722","0.039440348744392395","0.03220166638493538","0.04667903110384941"
"1779","0.040603090077638626","0.03493334725499153","0.04627283290028572"
"1837","0.039560118690133095","0.0356537364423275","0.04346650093793869"
"1894","0.041524406522512436","0.03618066757917404","0.04686814546585083"
"1951","0.040737735107541084","0.03682010620832443","0.044655364006757736"
"2009","0.03980795480310917","0.03697889670729637","0.04263701289892197"
"2066","0.038920555263757706","0.03577897697687149","0.04206213355064392"
"2124","0.03988301381468773","0.03712319955229759","0.042642828077077866"
"2181","0.040191490203142166","0.03908640146255493","0.0412965789437294"
"2239","0.039256179705262184","0.038206446915864944","0.040305912494659424"
"2296","0.03746820613741875","0.03600195422768593","0.038934458047151566"
"2354","0.03717498108744621","0.0364253893494606","0.037924572825431824"
"2411","0.039216455072164536","0.039057690650224686","0.039375219494104385"
"2468","0.03998600132763386","0.03897685930132866","0.040995143353939056"
"2526","0.03939724154770374","0.03920556232333183","0.03958892077207565"
"2583","0.0416635200381279","0.041364431381225586","0.04196260869503021"
"2641","0.041310710832476616","0.039179351180791855","0.04344207048416138"
"2698","0.04127330891788006","0.041225727647542953","0.04132089018821716"
"2756","0.04456088878214359","0.04408199340105057","0.04503978416323662"
"2813","0.045048756524920464","0.04310598224401474","0.04699153080582619"
"2871","0.04326426051557064","0.0411469005048275","0.04538162052631378"
"2928","0.04393727891147137","0.04300057515501976","0.044873982667922974"
"2985","0.044350627809762955","0.04396409913897514","0.044737156480550766"
"3043","0.044096821919083595","0.043238867074251175","0.044954776763916016"
"3100","0.044484818354249","0.042924217879772186","0.046045418828725815"
"3158","0.04371599294245243","0.042180903255939484","0.04525108262896538"
"3215","0.04346119426190853","0.04054136574268341","0.04638102278113365"
"3273","0.04272692650556564","0.04018981382250786","0.04526403918862343"
"3330","0.04062546044588089","0.03702198341488838","0.0442289374768734"
"3387","0.040686823427677155","0.03819402679800987","0.04317962005734444"
"3445","0.040024762973189354","0.035225432366132736","0.04482409358024597"
"3502","0.04035883955657482","0.03626479580998421","0.044452883303165436"
"3560","0.04064679332077503","0.03688326105475426","0.04441032558679581"
"3617","0.038867661729454994","0.03625664860010147","0.04147867485880852"
"3675","0.038003625348210335","0.03534901514649391","0.04065823554992676"
"3732","0.037635188549757004","0.0338321290910244","0.04143824800848961"
"3790","0.035899072885513306","0.03333700820803642","0.03846113756299019"
"3847","0.03651345707476139","0.03541303426027298","0.0376138798892498"
"3904","0.03801506944000721","0.03639514371752739","0.03963499516248703"
"3962","0.03694991022348404","0.03553006798028946","0.03836975246667862"
"4019","0.036530161276459694","0.03515166416764259","0.037908658385276794"
"4077","0.03613643907010555","0.03522375971078873","0.03704911842942238"
"4134","0.03502282314002514","0.0336749330163002","0.036370713263750076"
"4192","0.03475869819521904","0.03467177599668503","0.03484562039375305"
"4249","0.033388776704669","0.032681286334991455","0.03409626707434654"
"4307","0.03213377296924591","0.030249398201704025","0.034018147736787796"
"4364","0.03179124463349581","0.031146300956606865","0.03243618831038475"
"4421","0.03244549687951803","0.03051169030368328","0.03437930345535278"
"4479","0.0333489328622818","0.03236258029937744","0.03433528542518616"
"4536","0.031161552295088768","0.02981499955058098","0.03250810503959656"
"4594","0.0325547456741333","0.03189019858837128","0.033219292759895325"
"4651","0.03179874178022146","0.029931029304862022","0.0336664542555809"
"4709","0.03132207412272692","0.030630914494395256","0.03201323375105858"
"4766","0.0316010769456625","0.02946469560265541","0.033737458288669586"
"4823","0.030738431960344315","0.0298873670399189","0.03158949688076973"
"4881","0.030935464426875114","0.029811106622219086","0.03205982223153114"
"4938","0.031056263484060764","0.029597828164696693","0.032514698803424835"
"4996","0.031045896001160145","0.030144421383738518","0.03194737061858177"
"5053","0.030921339988708496","0.030097689479589462","0.03174499049782753"
"5111","0.030301298946142197","0.029890047386288643","0.03071255050599575"
"5168","0.031310925260186195","0.030224017798900604","0.032397832721471786"
"5226","0.031293691135942936","0.030107902362942696","0.032479479908943176"
"5283","0.03079937305301428","0.030547475442290306","0.03105127066373825"
"5340","0.03091625589877367","0.030767342075705528","0.031065169721841812"
"5398","0.03147320356220007","0.03104563243687153","0.03190077468752861"
"5455","0.031134655699133873","0.030528530478477478","0.03174078091979027"
"5513","0.03039800189435482","0.029392346739768982","0.03140365704894066"
"5570","0.030540320090949535","0.029886936768889427","0.031193703413009644"
"5628","0.031062601134181023","0.030003372579813004","0.03212182968854904"
"5685","0.03040107898414135","0.0293717160820961","0.0314304418861866"
"5743","0.03100712038576603","0.029290545731782913","0.032723695039749146"
"5800","0.03288198448717594","0.031734805554151535","0.03402916342020035"
"5857","0.03131131548434496","0.031249040737748146","0.03137359023094177"
"5915","0.03319300711154938","0.033157072961330414","0.03322894126176834"
"5972","0.03290777467191219","0.032238177955150604","0.03357737138867378"
"6030","0.030482505448162556","0.0297531820833683","0.03121182881295681"
"6087","0.030673024244606495","0.03033280372619629","0.0310132447630167"
"6145","0.03163515590131283","0.031117845326662064","0.03215246647596359"
"6202","0.031512949615716934","0.02978721633553505","0.03323868289589882"
"6259","0.030499622225761414","0.03036678023636341","0.030632464215159416"
"6317","0.030383873730897903","0.029852937906980515","0.030914809554815292"
"6374","0.028628768399357796","0.028266992419958115","0.028990544378757477"
"6432","0.03127988334745169","0.030808554962277412","0.03175121173262596"
"6489","0.03300417773425579","0.032540563493967056","0.033467791974544525"
"6547","0.030774882063269615","0.03066113218665123","0.030888631939888"
"6604","0.031125877983868122","0.02989022620022297","0.032361529767513275"
"6662","0.02994945179671049","0.029868746176362038","0.030030157417058945"
"6719","0.030362410470843315","0.0298400167375803","0.03088480420410633"
"6776","0.03018149547278881","0.02963564731180668","0.030727343633770943"
"6834","0.030444317497313023","0.02981828711926937","0.031070347875356674"
"6891","0.029080710373818874","0.02760975807905197","0.030551662668585777"
"6949","0.03068481106311083","0.029053309932351112","0.032316312193870544"
"7006","0.02897017076611519","0.02884978987276554","0.029090551659464836"
"7064","0.03198033291846514","0.027457451447844505","0.03650321438908577"
"7121","0.02884478960186243","0.02723562903702259","0.03045395016670227"
"7179","0.027774162590503693","0.02610621228814125","0.029442112892866135"
"7236","0.028720702975988388","0.0285972747951746","0.028844131156802177"
"7293","0.028052836656570435","0.026767922565340996","0.029337750747799873"
"7351","0.027972035109996796","0.02769102342426777","0.028253046795725822"
"7408","0.027626749128103256","0.027133658528327942","0.02811983972787857"
"7466","0.0286956038326025","0.028585311025381088","0.028805896639823914"
"7523","0.027995534241199493","0.02696126699447632","0.02902980148792267"
"7581","0.03061199840158224","0.030216850340366364","0.03100714646279812"
"7638","0.03307097591459751","0.03104621171951294","0.03509574010968208"
