"Step","participant_id: 661_test_30 - val/val_mse","participant_id: 661_test_30 - val/val_mse__MIN","participant_id: 661_test_30 - val/val_mse__MAX"
"56","0.029144946485757828","0.029144946485757828","0.029144946485757828"
"113","0.016876352950930595","0.016876352950930595","0.016876352950930595"
"171","0.009083999320864677","0.009083999320864677","0.009083999320864677"
"228","0.01348099485039711","0.01348099485039711","0.01348099485039711"
"286","0.014477837830781937","0.014477837830781937","0.014477837830781937"
"343","0.013461987487971783","0.013461987487971783","0.013461987487971783"
"401","0.011557710357010365","0.011557710357010365","0.011557710357010365"
"458","0.010923618450760841","0.010923618450760841","0.010923618450760841"
"515","0.009174469858407974","0.009174469858407974","0.009174469858407974"
"573","0.008257191628217697","0.008257191628217697","0.008257191628217697"
"630","0.007302301935851574","0.007302301935851574","0.007302301935851574"
"688","0.00636344775557518","0.00636344775557518","0.00636344775557518"
"745","0.005635355599224567","0.005635355599224567","0.005635355599224567"
"803","0.00507007073611021","0.00507007073611021","0.00507007073611021"
"860","0.004704763647168875","0.004704763647168875","0.004704763647168875"
"918","0.004211402498185635","0.004211402498185635","0.004211402498185635"
"975","0.00391081627458334","0.00391081627458334","0.00391081627458334"
"1032","0.003881249576807022","0.003881249576807022","0.003881249576807022"
"1090","0.0037064654752612114","0.0037064654752612114","0.0037064654752612114"
"1147","0.003693460486829281","0.003693460486829281","0.003693460486829281"
"1205","0.003568515880033374","0.003568515880033374","0.003568515880033374"
"1262","0.003493789117783308","0.003493789117783308","0.003493789117783308"
"1320","0.003414645092561841","0.003414645092561841","0.003414645092561841"
"1377","0.0035427380353212357","0.0035427380353212357","0.0035427380353212357"
"1435","0.0034778458066284657","0.0034778458066284657","0.0034778458066284657"
"1492","0.003449606942012906","0.003449606942012906","0.003449606942012906"
"1549","0.0034302251879125834","0.0034302251879125834","0.0034302251879125834"
"1607","0.003259694203734398","0.003259694203734398","0.003259694203734398"
"1664","0.0032478803768754005","0.0032478803768754005","0.0032478803768754005"
"1722","0.003331410000100732","0.003331410000100732","0.003331410000100732"
"1779","0.003228666028007865","0.003228666028007865","0.003228666028007865"
"1837","0.003287070896476507","0.003287070896476507","0.003287070896476507"
"1894","0.0031625141855329275","0.0031625141855329275","0.0031625141855329275"
"1951","0.003323046024888754","0.003323046024888754","0.003323046024888754"
"2009","0.0031636382918804884","0.0031636382918804884","0.0031636382918804884"
"2066","0.0032155148219317198","0.0032155148219317198","0.0032155148219317198"
"2124","0.003190961666405201","0.003190961666405201","0.003190961666405201"
"2181","0.0031658296938985586","0.0031658296938985586","0.0031658296938985586"
"2239","0.0033556693233549595","0.0033556693233549595","0.0033556693233549595"
"2296","0.0031846154015511274","0.0031846154015511274","0.0031846154015511274"
"2354","0.0032379429321736097","0.0032379429321736097","0.0032379429321736097"
"2411","0.003322959877550602","0.003322959877550602","0.003322959877550602"
"2468","0.0033093919046223164","0.0033093919046223164","0.0033093919046223164"
"2526","0.003217437770217657","0.003217437770217657","0.003217437770217657"
"2583","0.00341409700922668","0.00341409700922668","0.00341409700922668"
"2641","0.003554753726348281","0.003554753726348281","0.003554753726348281"
"2698","0.0035878121852874756","0.0035878121852874756","0.0035878121852874756"
"2756","0.0036612951662391424","0.0036612951662391424","0.0036612951662391424"
"2813","0.003519213292747736","0.003519213292747736","0.003519213292747736"
"2871","0.0038702143356204033","0.0038702143356204033","0.0038702143356204033"
"2928","0.003840925870463252","0.003840925870463252","0.003840925870463252"
"2985","0.0039207907393574715","0.0039207907393574715","0.0039207907393574715"
"3043","0.003968888893723488","0.003968888893723488","0.003968888893723488"
"3100","0.004021132830530405","0.004021132830530405","0.004021132830530405"
"3158","0.0039533767849206924","0.0039533767849206924","0.0039533767849206924"
"3215","0.0041112639009952545","0.0041112639009952545","0.0041112639009952545"
"3273","0.003984531853348017","0.003984531853348017","0.003984531853348017"
"3330","0.004121472127735615","0.004121472127735615","0.004121472127735615"
