"Step","participant_id: 661_test_30_pca - val/val_mse","participant_id: 661_test_30_pca - val/val_mse__MIN","participant_id: 661_test_30_pca - val/val_mse__MAX"
"4881","0.003642126452177763","0.003642126452177763","0.003642126452177763"
"4938","0.0037173512391746044","0.0037173512391746044","0.0037173512391746044"
"4996","0.0035583407152444124","0.0035583407152444124","0.0035583407152444124"
"5053","0.0035986630246043205","0.0035986630246043205","0.0035986630246043205"
"5111","0.0035793210845440626","0.0035793210845440626","0.0035793210845440626"
"5168","0.0034299849066883326","0.0034299849066883326","0.0034299849066883326"
"5226","0.0035457804333418608","0.0035457804333418608","0.0035457804333418608"
"5283","0.0036368188448250294","0.0036368188448250294","0.0036368188448250294"
"5340","0.003530759597197175","0.003530759597197175","0.003530759597197175"
"5398","0.0034990995191037655","0.0034990995191037655","0.0034990995191037655"
"5455","0.0034623148385435343","0.0034623148385435343","0.0034623148385435343"
"5513","0.003334180684760213","0.003334180684760213","0.003334180684760213"
"5570","0.0034060373436659575","0.0034060373436659575","0.0034060373436659575"
"5628","0.00335150258615613","0.00335150258615613","0.00335150258615613"
"5685","0.0034897520672529936","0.0034897520672529936","0.0034897520672529936"
"5743","0.003293608082458377","0.003293608082458377","0.003293608082458377"
"5800","0.003240390680730343","0.003240390680730343","0.003240390680730343"
"5857","0.0032747238874435425","0.0032747238874435425","0.0032747238874435425"
"5915","0.003166073700413108","0.003166073700413108","0.003166073700413108"
"5972","0.0032246275804936886","0.0032246275804936886","0.0032246275804936886"
"6030","0.003303222358226776","0.003303222358226776","0.003303222358226776"
"6087","0.003133299294859171","0.003133299294859171","0.003133299294859171"
"6145","0.003056223038583994","0.003056223038583994","0.003056223038583994"
"6202","0.0029997779056429863","0.0029997779056429863","0.0029997779056429863"
"6259","0.003087014192715287","0.003087014192715287","0.003087014192715287"
"6317","0.00296692899428308","0.00296692899428308","0.00296692899428308"
"6374","0.002831165213137865","0.002831165213137865","0.002831165213137865"
"6432","0.0028694928623735905","0.0028694928623735905","0.0028694928623735905"
"6489","0.002922739600762725","0.002922739600762725","0.002922739600762725"
"6547","0.002946961671113968","0.002946961671113968","0.002946961671113968"
"6604","0.002909584902226925","0.002909584902226925","0.002909584902226925"
"6662","0.0028362355660647154","0.0028362355660647154","0.0028362355660647154"
"6719","0.002825172385200858","0.002825172385200858","0.002825172385200858"
"6776","0.002774953842163086","0.002774953842163086","0.002774953842163086"
"6834","0.0028777322731912136","0.0028777322731912136","0.0028777322731912136"
"6891","0.0027945584151893854","0.0027945584151893854","0.0027945584151893854"
"6949","0.0028241556137800217","0.0028241556137800217","0.0028241556137800217"
"7006","0.002822416601702571","0.002822416601702571","0.002822416601702571"
"7064","0.0026908540166914463","0.0026908540166914463","0.0026908540166914463"
"7121","0.002764512086287141","0.002764512086287141","0.002764512086287141"
"7179","0.002746717305853963","0.002746717305853963","0.002746717305853963"
"7236","0.0027053062804043293","0.0027053062804043293","0.0027053062804043293"
"7293","0.0026631117798388004","0.0026631117798388004","0.0026631117798388004"
"7351","0.0026972757186740637","0.0026972757186740637","0.0026972757186740637"
"7408","0.0026480420492589474","0.0026480420492589474","0.0026480420492589474"
"7466","0.0026523442938923836","0.0026523442938923836","0.0026523442938923836"
"7523","0.002652208786457777","0.002652208786457777","0.002652208786457777"
"7581","0.0026955576613545418","0.0026955576613545418","0.0026955576613545418"
"7638","0.0027171457186341286","0.0027171457186341286","0.0027171457186341286"
"7695","0.0026493051555007696","0.0026493051555007696","0.0026493051555007696"
"7753","0.002704883925616741","0.002704883925616741","0.002704883925616741"
"7810","0.002762940712273121","0.002762940712273121","0.002762940712273121"
"7868","0.002763879019767046","0.002763879019767046","0.002763879019767046"
"7925","0.002773362910374999","0.002773362910374999","0.002773362910374999"
"7983","0.0028130398131906986","0.0028130398131906986","0.0028130398131906986"
"8040","0.0028611505404114723","0.0028611505404114723","0.0028611505404114723"
"8098","0.002854786580428481","0.002854786580428481","0.002854786580428481"
"8155","0.0028676327783614397","0.0028676327783614397","0.0028676327783614397"
"8212","0.0028613193426281214","0.0028613193426281214","0.0028613193426281214"
"8270","0.0027678925544023514","0.0027678925544023514","0.0027678925544023514"
"8327","0.0027363374829292297","0.0027363374829292297","0.0027363374829292297"
"8385","0.0027492891531437635","0.0027492891531437635","0.0027492891531437635"
"8442","0.0027358788065612316","0.0027358788065612316","0.0027358788065612316"
"8500","0.002722840290516615","0.002722840290516615","0.002722840290516615"
"8557","0.002887406386435032","0.002887406386435032","0.002887406386435032"
"8615","0.0029614616651088","0.0029614616651088","0.0029614616651088"
"8672","0.002942601451650262","0.002942601451650262","0.002942601451650262"
"8729","0.002892171498388052","0.002892171498388052","0.002892171498388052"
"8787","0.0027591472025960684","0.0027591472025960684","0.0027591472025960684"
"8844","0.002736064838245511","0.002736064838245511","0.002736064838245511"
"8902","0.0027152355760335922","0.0027152355760335922","0.0027152355760335922"
"8959","0.0027039279229938984","0.0027039279229938984","0.0027039279229938984"
"9017","0.002704082289710641","0.002704082289710641","0.002704082289710641"
"9074","0.002742154523730278","0.002742154523730278","0.002742154523730278"
"9131","0.002706082770600915","0.002706082770600915","0.002706082770600915"
"9189","0.0027650310657918453","0.0027650310657918453","0.0027650310657918453"
"9246","0.002665856620296836","0.002665856620296836","0.002665856620296836"
"9304","0.0026274758856743574","0.0026274758856743574","0.0026274758856743574"
"9361","0.002631475916132331","0.002631475916132331","0.002631475916132331"
"9419","0.002631206763908267","0.002631206763908267","0.002631206763908267"
"9476","0.0027155112475156784","0.0027155112475156784","0.0027155112475156784"
"9534","0.0026568614412099123","0.0026568614412099123","0.0026568614412099123"
"9591","0.002711797598749399","0.002711797598749399","0.002711797598749399"
"9648","0.002773487940430641","0.002773487940430641","0.002773487940430641"
"9706","0.0027842773124575615","0.0027842773124575615","0.0027842773124575615"
"9763","0.0027921509463340044","0.0027921509463340044","0.0027921509463340044"
"9821","0.0027987034991383553","0.0027987034991383553","0.0027987034991383553"
"9878","0.002816882450133562","0.002816882450133562","0.002816882450133562"
"9936","0.0027350340969860554","0.0027350340969860554","0.0027350340969860554"
"9993","0.0028041284531354904","0.0028041284531354904","0.0028041284531354904"
"10051","0.0027997165452688932","0.0027997165452688932","0.0027997165452688932"
"10108","0.0028471671976149082","0.0028471671976149082","0.0028471671976149082"
"10165","0.002736082300543785","0.002736082300543785","0.002736082300543785"
"10223","0.0029356738086789846","0.0029356738086789846","0.0029356738086789846"
"10280","0.00269520771689713","0.00269520771689713","0.00269520771689713"
"10338","0.0028715617954730988","0.0028715617954730988","0.0028715617954730988"
"10395","0.002690694760531187","0.002690694760531187","0.002690694760531187"
"10453","0.0027625656221061945","0.0027625656221061945","0.0027625656221061945"
"10510","0.0027144341729581356","0.0027144341729581356","0.0027144341729581356"
"10567","0.002749899635091424","0.002749899635091424","0.002749899635091424"
"10625","0.0027380003593862057","0.0027380003593862057","0.0027380003593862057"
"10682","0.002872614422813058","0.002872614422813058","0.002872614422813058"
"10740","0.0026850071735680103","0.0026850071735680103","0.0026850071735680103"
"10797","0.002729651518166065","0.002729651518166065","0.002729651518166065"
"10855","0.002816952997818589","0.002816952997818589","0.002816952997818589"
"10912","0.0026738042943179607","0.0026738042943179607","0.0026738042943179607"
"10970","0.0025642712134867907","0.0025642712134867907","0.0025642712134867907"
"11027","0.002668677130714059","0.002668677130714059","0.002668677130714059"
"11084","0.0026303359773010015","0.0026303359773010015","0.0026303359773010015"
"11142","0.0027410725597292185","0.0027410725597292185","0.0027410725597292185"
"11199","0.0026552535127848387","0.0026552535127848387","0.0026552535127848387"
"11257","0.002641452942043543","0.002641452942043543","0.002641452942043543"
"11314","0.0026153309736400843","0.0026153309736400843","0.0026153309736400843"
"11372","0.0026382713112980127","0.0026382713112980127","0.0026382713112980127"
"11429","0.0026712750550359488","0.0026712750550359488","0.0026712750550359488"
"11487","0.002638576552271843","0.002638576552271843","0.002638576552271843"
