"Step","participant_id: 661_test_30_pca - val/val_mse","participant_id: 661_test_30_pca - val/val_mse__MIN","participant_id: 661_test_30_pca - val/val_mse__MAX"
"56","0.028538452461361885","0.028538452461361885","0.028538452461361885"
"113","0.02054525725543499","0.02054525725543499","0.02054525725543499"
"171","0.020152632147073746","0.020152632147073746","0.020152632147073746"
"228","0.013245324604213238","0.013245324604213238","0.013245324604213238"
"286","0.010565311647951603","0.010565311647951603","0.010565311647951603"
"343","0.010326149873435497","0.010326149873435497","0.010326149873435497"
"401","0.010420901700854301","0.010420901700854301","0.010420901700854301"
"458","0.01052839308977127","0.01052839308977127","0.01052839308977127"
"515","0.010805034078657627","0.010805034078657627","0.010805034078657627"
"573","0.010621506720781326","0.010621506720781326","0.010621506720781326"
"630","0.009561139158904552","0.009561139158904552","0.009561139158904552"
"688","0.009635008871555328","0.009635008871555328","0.009635008871555328"
"745","0.00927533209323883","0.00927533209323883","0.00927533209323883"
"803","0.008346558548510075","0.008346558548510075","0.008346558548510075"
"860","0.007989582605659962","0.007989582605659962","0.007989582605659962"
"918","0.007391287479549646","0.007391287479549646","0.007391287479549646"
"975","0.006697069387882948","0.006697069387882948","0.006697069387882948"
"1032","0.006774903740733862","0.006774903740733862","0.006774903740733862"
"1090","0.006194741930812597","0.006194741930812597","0.006194741930812597"
"1147","0.0060618286952376366","0.0060618286952376366","0.0060618286952376366"
"1205","0.005951391067355871","0.005951391067355871","0.005951391067355871"
"1262","0.0056071034632623196","0.0056071034632623196","0.0056071034632623196"
"1320","0.005481457803398371","0.005481457803398371","0.005481457803398371"
"1377","0.005289597902446985","0.005289597902446985","0.005289597902446985"
"1435","0.00497167045250535","0.00497167045250535","0.00497167045250535"
"1492","0.004876321647316217","0.004876321647316217","0.004876321647316217"
"1549","0.004802889656275511","0.004802889656275511","0.004802889656275511"
"1607","0.004546810407191515","0.004546810407191515","0.004546810407191515"
"1664","0.004472496919333935","0.004472496919333935","0.004472496919333935"
"1722","0.004482378251850605","0.004482378251850605","0.004482378251850605"
"1779","0.0043318010866642","0.0043318010866642","0.0043318010866642"
"1837","0.004219000227749348","0.004219000227749348","0.004219000227749348"
"1894","0.004245374817401171","0.004245374817401171","0.004245374817401171"
"1951","0.004193990956991911","0.004193990956991911","0.004193990956991911"
"2009","0.004184833262115717","0.004184833262115717","0.004184833262115717"
"2066","0.004105861764401197","0.004105861764401197","0.004105861764401197"
"2124","0.004022535867989063","0.004022535867989063","0.004022535867989063"
"2181","0.004014438949525356","0.004014438949525356","0.004014438949525356"
"2239","0.003991736099123955","0.003991736099123955","0.003991736099123955"
"2296","0.0038654531817883253","0.0038654531817883253","0.0038654531817883253"
"2354","0.0037711223121732473","0.0037711223121732473","0.0037711223121732473"
"2411","0.0038116860669106245","0.0038116860669106245","0.0038116860669106245"
"2468","0.004072551615536213","0.004072551615536213","0.004072551615536213"
"2526","0.0037266509607434273","0.0037266509607434273","0.0037266509607434273"
"2583","0.003798957448452711","0.003798957448452711","0.003798957448452711"
"2641","0.0037146785762161016","0.0037146785762161016","0.0037146785762161016"
"2698","0.003746630856767297","0.003746630856767297","0.003746630856767297"
"2756","0.003749389434233308","0.003749389434233308","0.003749389434233308"
"2813","0.003594484878703952","0.003594484878703952","0.003594484878703952"
"2871","0.0035799317993223667","0.0035799317993223667","0.0035799317993223667"
"2928","0.0035365044604986906","0.0035365044604986906","0.0035365044604986906"
"2985","0.003508087946102023","0.003508087946102023","0.003508087946102023"
"3043","0.0034635469783097506","0.0034635469783097506","0.0034635469783097506"
"3100","0.0034096904564648867","0.0034096904564648867","0.0034096904564648867"
"3158","0.003366145072504878","0.003366145072504878","0.003366145072504878"
"3215","0.0034303488209843636","0.0034303488209843636","0.0034303488209843636"
"3273","0.0033745344262570143","0.0033745344262570143","0.0033745344262570143"
"3330","0.0033278842456638813","0.0033278842456638813","0.0033278842456638813"
"3387","0.0034110795240849257","0.0034110795240849257","0.0034110795240849257"
"3445","0.003395244712010026","0.003395244712010026","0.003395244712010026"
"3502","0.0032673561945557594","0.0032673561945557594","0.0032673561945557594"
"3560","0.003411533311009407","0.003411533311009407","0.003411533311009407"
"3617","0.0036171581596136093","0.0036171581596136093","0.0036171581596136093"
"3675","0.0036728479899466038","0.0036728479899466038","0.0036728479899466038"
"3732","0.0035938790533691645","0.0035938790533691645","0.0035938790533691645"
"3790","0.0037771249189972878","0.0037771249189972878","0.0037771249189972878"
"3847","0.0037810627836734056","0.0037810627836734056","0.0037810627836734056"
"3904","0.0036172140389680862","0.0036172140389680862","0.0036172140389680862"
"3962","0.003842549165710807","0.003842549165710807","0.003842549165710807"
"4019","0.003559634555131197","0.003559634555131197","0.003559634555131197"
"4077","0.0034708764869719744","0.0034708764869719744","0.0034708764869719744"
"4134","0.0034401165321469307","0.0034401165321469307","0.0034401165321469307"
"4192","0.0034924247302114964","0.0034924247302114964","0.0034924247302114964"
"4249","0.0036661848425865173","0.0036661848425865173","0.0036661848425865173"
"4307","0.0036513162776827812","0.0036513162776827812","0.0036513162776827812"
"4364","0.0036715110763907433","0.0036715110763907433","0.0036715110763907433"
"4421","0.003515704767778516","0.003515704767778516","0.003515704767778516"
"4479","0.0037586067337542772","0.0037586067337542772","0.0037586067337542772"
"4536","0.0034342810977250338","0.0034342810977250338","0.0034342810977250338"
"4594","0.0035926993004977703","0.0035926993004977703","0.0035926993004977703"
"4651","0.0036920395214110613","0.0036920395214110613","0.0036920395214110613"
"4709","0.0036135981790721416","0.0036135981790721416","0.0036135981790721416"
"4766","0.003563744481652975","0.003563744481652975","0.003563744481652975"
"4823","0.003663287963718176","0.003663287963718176","0.003663287963718176"
