"Step","participant_id: 661_test_30 - val/rmse","participant_id: 661_test_30 - val/rmse__MIN","participant_id: 661_test_30 - val/rmse__MAX"
"1779","0.031845065765082836","0.028585439547896385","0.03510469198226929"
"1837","0.032145255245268345","0.0293270330876112","0.03496347740292549"
"1894","0.03265463933348656","0.02912360429763794","0.036185674369335175"
"1951","0.03263082820922136","0.028650080785155296","0.03661157563328743"
"2009","0.032297056168317795","0.02958599478006363","0.03500811755657196"
"2066","0.03191794361919165","0.029151061549782753","0.03468482568860054"
"2124","0.03192086145281792","0.028303422033786774","0.03553830087184906"
"2181","0.03221411071717739","0.029248062521219254","0.03518015891313553"
"2239","0.032053510658442974","0.02905006892979145","0.0350569523870945"
"2296","0.030910705216228962","0.028036894276738167","0.03378451615571976"
"2354","0.031666072085499763","0.02845679596066475","0.03487534821033478"
"2411","0.03171148523688316","0.028743278235197067","0.03467969223856926"
"2468","0.032338946126401424","0.02959330938756466","0.03508458286523819"
"2526","0.03249380923807621","0.029107477515935898","0.03588014096021652"
"2583","0.031371298246085644","0.028506359085440636","0.03423623740673065"
"2641","0.03158596996217966","0.029218753799796104","0.03395318612456322"
"2698","0.03134753089398146","0.029117779806256294","0.03357728198170662"
"2756","0.032024980522692204","0.029616856947541237","0.03443310409784317"
"2813","0.031215958297252655","0.02950071543455124","0.03293120115995407"
"2871","0.030925748869776726","0.029827509075403214","0.03202398866415024"
"2928","0.03153871279209852","0.030424056574702263","0.03265336900949478"
"2985","0.03153862152248621","0.02997286058962345","0.03310438245534897"
"3043","0.030151895247399807","0.029520055279135704","0.03078373521566391"
"3100","0.029966728761792183","0.029085135087370872","0.030848322436213493"
"3158","0.03118683397769928","0.029904011636972427","0.03246965631842613"
"3215","0.031630306504666805","0.029708633199334145","0.033551979809999466"
"3273","0.03067510761320591","0.0305111613124609","0.03083905391395092"
"3330","0.030487539246678352","0.029769275337457657","0.031205803155899048"
"3387","0.03115905076265335","0.02958768978714943","0.03273041173815727"
"3445","0.03227452374994755","0.030406221747398376","0.03414282575249672"
"3502","0.030789721757173538","0.029891889542341232","0.031687553972005844"
"3560","0.03168506175279617","0.030372124165296555","0.03299799934029579"
"3617","0.03178682643920183","0.029769791290163994","0.03380386158823967"
"3675","0.030892466194927692","0.029792269691824913","0.03199266269803047"
"3732","0.03263131529092789","0.030119597911834717","0.03514303267002106"
"3790","0.03213123232126236","0.030614901334047318","0.0336475633084774"
"3847","0.03226169012486935","0.030876770615577698","0.033646609634160995"
"3904","0.03177911788225174","0.03144845739006996","0.03210977837443352"
"3962","0.031944421119987965","0.03103928081691265","0.03284956142306328"
"4019","0.03172230999916792","0.03066154383122921","0.03278307616710663"
"4077","0.0322708897292614","0.031917985528707504","0.03262379392981529"
"4134","0.03256078250706196","0.03207060322165489","0.033050961792469025"
"4192","0.03231231868267059","0.03192199394106865","0.03270264342427254"
"4249","0.032065896317362785","0.03163811191916466","0.03249368071556091"
"4307","0.03345266357064247","0.03335660323500633","0.03354872390627861"
"4364","0.032350752502679825","0.03232879564166069","0.03237270936369896"
"4421","0.03235277533531189","0.03161425516009331","0.03309129551053047"
"4479","0.03150181472301483","0.03136285021901131","0.031640779227018356"
"4536","0.03214472159743309","0.03154118359088898","0.0327482596039772"
"4594","0.03227376192808151","0.03163004666566849","0.03291747719049454"
"4651","0.031235848553478718","0.031218459829688072","0.03125323727726936"
"4709","0.031448546797037125","0.03093557059764862","0.03196152299642563"
"4766","0.031273108907043934","0.031224338337779045","0.03132187947630882"
"4823","0.03224252350628376","0.031876835972070694","0.032608211040496826"
"4881","0.03273715823888779","0.0322558619081974","0.03321845456957817"
"4938","0.03136943839490414","0.030780963599681854","0.03195791319012642"
"4996","0.03179428447037935","0.030581926926970482","0.03300664201378822"
"5053","0.03119975607842207","0.03082611970603466","0.03157339245080948"
"5111","0.03225604072213173","0.031595323234796524","0.032916758209466934"
"5168","0.03324250876903534","0.03267871215939522","0.03380630537867546"
"5226","0.031685689464211464","0.031532637774944305","0.03183874115347862"
"5283","0.032713696360588074","0.032322678714990616","0.03310471400618553"
"5340","0.03231172449886799","0.03191922605037689","0.032704222947359085"
"5398","0.03103899396955967","0.03039572387933731","0.03168226405978203"
"5455","0.03244650177657604","0.031373605132102966","0.03351939842104912"
"5513","0.03320452570915222","0.03126699849963188","0.03514205291867256"
"5570","0.03251745365560055","0.03040887787938118","0.034626029431819916"
"5628","0.03208877891302109","0.029831573367118835","0.03434598445892334"
"5685","0.03141967672854662","0.03034517727792263","0.03249417617917061"
"5743","0.03132850117981434","0.03039408102631569","0.03226292133331299"
