train|MSE,epoch,step,val|MSE,val|MAE,val|MAPE
0.4629415273666382,0,49,,,
0.391367644071579,0,99,,,
0.2969413697719574,0,149,,,
0.10033875703811646,0,199,,,
0.07055158913135529,0,249,,,
0.11990150064229965,0,299,,,
0.03769214451313019,0,349,,,
0.11141609400510788,0,399,,,
0.14432372152805328,0,449,,,
0.03551504760980606,0,499,,,
0.1519470363855362,0,549,,,
0.07667850703001022,0,599,,,
0.06279762089252472,0,649,,,
0.049182966351509094,0,699,,,
0.20764857530593872,0,749,,,
,0,764,0.08198223263025284,0.24782641232013702,2.5330166816711426
0.19045515358448029,1,799,,,
0.02386465109884739,1,849,,,
0.03304215520620346,1,899,,,
0.005804902408272028,1,949,,,
0.022092171013355255,1,999,,,
0.03593631461262703,1,1049,,,
0.15734361112117767,1,1099,,,
0.05662768334150314,1,1149,,,
0.13632062077522278,1,1199,,,
0.08999665826559067,1,1249,,,
0.04109747335314751,1,1299,,,
0.04120826721191406,1,1349,,,
0.07920819520950317,1,1399,,,
0.06827604025602341,1,1449,,,
0.03373989462852478,1,1499,,,
,1,1529,0.051142413169145584,0.16488154232501984,2.521641492843628
0.009867296554148197,2,1549,,,
0.016190337017178535,2,1599,,,
0.01585545390844345,2,1649,,,
0.106162428855896,2,1699,,,
0.1040235087275505,2,1749,,,
0.02253374457359314,2,1799,,,
0.15154516696929932,2,1849,,,
0.005489114671945572,2,1899,,,
0.0354892835021019,2,1949,,,
0.09073320031166077,2,1999,,,
0.05735088884830475,2,2049,,,
0.05609925836324692,2,2099,,,
0.0914924368262291,2,2149,,,
0.08812540024518967,2,2199,,,
0.023209884762763977,2,2249,,,
,2,2294,0.04615318775177002,0.1519537717103958,2.3927347660064697
0.18687453866004944,3,2299,,,
0.051578182727098465,3,2349,,,
0.005709548946470022,3,2399,,,
0.0035760009195655584,3,2449,,,
0.07477129250764847,3,2499,,,
0.006325439549982548,3,2549,,,
0.06537974625825882,3,2599,,,
0.0883435308933258,3,2649,,,
0.04718393087387085,3,2699,,,
0.15480998158454895,3,2749,,,
0.02806546352803707,3,2799,,,
0.03069509193301201,3,2849,,,
0.02086711674928665,3,2899,,,
0.06528715789318085,3,2949,,,
0.02747148461639881,3,2999,,,
0.13627122342586517,3,3049,,,
,3,3059,0.0441928394138813,0.14693017303943634,2.6405527591705322
0.015131283551454544,4,3099,,,
0.04826153442263603,4,3149,,,
0.08217229694128036,4,3199,,,
0.005108291283249855,4,3249,,,
0.023510945960879326,4,3299,,,
0.01376611553132534,4,3349,,,
0.02402706816792488,4,3399,,,
0.06045710667967796,4,3449,,,
0.04528052359819412,4,3499,,,
0.02911713346838951,4,3549,,,
0.023395543918013573,4,3599,,,
0.07428958266973495,4,3649,,,
0.02994544245302677,4,3699,,,
0.031084276735782623,4,3749,,,
0.08032798022031784,4,3799,,,
,4,3824,0.042473480105400085,0.1431432068347931,2.7594237327575684
0.006497666705399752,5,3849,,,
0.0029796953313052654,5,3899,,,
0.006852387450635433,5,3949,,,
0.015836600214242935,5,3999,,,
0.009420448914170265,5,4049,,,
0.05200761929154396,5,4099,,,
0.004158632829785347,5,4149,,,
0.06086839362978935,5,4199,,,
0.04239395633339882,5,4249,,,
0.16703933477401733,5,4299,,,
0.038224559277296066,5,4349,,,
0.07171635329723358,5,4399,,,
0.10247229784727097,5,4449,,,
0.03053201176226139,5,4499,,,
0.10853321850299835,5,4549,,,
,5,4589,0.040257446467876434,0.13926701247692108,2.703136920928955
0.002291642129421234,6,4599,,,
0.006637399084866047,6,4649,,,
0.05434305965900421,6,4699,,,
0.30727529525756836,6,4749,,,
0.02886052429676056,6,4799,,,
0.04699617624282837,6,4849,,,
0.03211303427815437,6,4899,,,
0.004136952571570873,6,4949,,,
0.06233379989862442,6,4999,,,
0.02627386525273323,6,5049,,,
0.01356928888708353,6,5099,,,
0.056010570377111435,6,5149,,,
0.024144910275936127,6,5199,,,
0.016082044690847397,6,5249,,,
0.04035983234643936,6,5299,,,
0.018790334463119507,6,5349,,,
,6,5354,0.0381959043443203,0.13527245819568634,2.622462272644043
0.02476802095770836,7,5399,,,
0.04344623535871506,7,5449,,,
0.06791587173938751,7,5499,,,
0.03502713143825531,7,5549,,,
0.0075882356613874435,7,5599,,,
0.0008386248955503106,7,5649,,,
0.020987847819924355,7,5699,,,
0.025854015722870827,7,5749,,,
0.018347829580307007,7,5799,,,
0.14526179432868958,7,5849,,,
0.047971226274967194,7,5899,,,
0.03980595991015434,7,5949,,,
0.09553013741970062,7,5999,,,
0.02191033773124218,7,6049,,,
0.028535742312669754,7,6099,,,
,7,6119,0.03628034144639969,0.1315157562494278,2.5646376609802246
0.010305577889084816,8,6149,,,
0.11177827417850494,8,6199,,,
0.0015885094180703163,8,6249,,,
0.014582851901650429,8,6299,,,
0.01837954856455326,8,6349,,,
0.0034531913697719574,8,6399,,,
0.04232490807771683,8,6449,,,
0.04363502934575081,8,6499,,,
0.022297140210866928,8,6549,,,
0.07118813693523407,8,6599,,,
0.055509746074676514,8,6649,,,
0.0989486426115036,8,6699,,,
0.017426451668143272,8,6749,,,
0.07973500341176987,8,6799,,,
0.0609927698969841,8,6849,,,
,8,6884,0.03472983464598656,0.12817952036857605,2.556615114212036
0.018905282020568848,9,6899,,,
0.04070818051695824,9,6949,,,
0.005893963389098644,9,6999,,,
0.03496275469660759,9,7049,,,
0.03686460107564926,9,7099,,,
0.005449499934911728,9,7149,,,
0.0033895622473210096,9,7199,,,
0.06812171638011932,9,7249,,,
0.041557323187589645,9,7299,,,
0.02746216207742691,9,7349,,,
0.07008330523967743,9,7399,,,
0.06943358480930328,9,7449,,,
0.047221891582012177,9,7499,,,
0.02040872350335121,9,7549,,,
0.006469887215644121,9,7599,,,
0.001619934570044279,9,7649,,,
,9,7649,0.03347301110625267,0.12536466121673584,2.560513496398926
0.062469299882650375,10,7699,,,
0.0028801853768527508,10,7749,,,
0.003230378497391939,10,7799,,,
0.17161132395267487,10,7849,,,
0.025438634678721428,10,7899,,,
0.004694831557571888,10,7949,,,
0.03223678842186928,10,7999,,,
0.051315464079380035,10,8049,,,
0.04157304763793945,10,8099,,,
0.03645283728837967,10,8149,,,
0.07298266142606735,10,8199,,,
0.05728223919868469,10,8249,,,
0.05178261920809746,10,8299,,,
0.0083689596503973,10,8349,,,
0.06776785850524902,10,8399,,,
,10,8414,0.03242797777056694,0.12302126735448837,2.57621169090271
0.08157418668270111,11,8449,,,
0.004125640261918306,11,8499,,,
0.00823894701898098,11,8549,,,
0.007029722910374403,11,8599,,,
0.0036347294226288795,11,8649,,,
0.0072148884646594524,11,8699,,,
0.07164377719163895,11,8749,,,
0.034574463963508606,11,8799,,,
0.052979081869125366,11,8849,,,
0.06822410225868225,11,8899,,,
0.022098559886217117,11,8949,,,
0.04943346604704857,11,8999,,,
0.06880141794681549,11,9049,,,
0.026029765605926514,11,9099,,,
0.027452751994132996,11,9149,,,
,11,9179,0.03151237219572067,0.1214456856250763,2.5750885009765625
0.013044454157352448,12,9199,,,
0.002013586461544037,12,9249,,,
0.019357547163963318,12,9299,,,
0.06679067015647888,12,9349,,,
0.07695206254720688,12,9399,,,
0.01192975789308548,12,9449,,,
0.07857222110033035,12,9499,,,
0.007625545375049114,12,9549,,,
0.011142661795020103,12,9599,,,
0.07269104570150375,12,9649,,,
0.03901369124650955,12,9699,,,
0.04121153801679611,12,9749,,,
0.08502200990915298,12,9799,,,
0.08709358423948288,12,9849,,,
0.025355353951454163,12,9899,,,
,12,9944,0.030893713235855103,0.11964395642280579,2.5909180641174316
0.04786751791834831,13,9949,,,
0.04065209999680519,13,9999,,,
0.002855944447219372,13,10049,,,
0.007948815822601318,13,10099,,,
0.06288222968578339,13,10149,,,
0.005424455739557743,13,10199,,,
0.0633394792675972,13,10249,,,
0.06864732503890991,13,10299,,,
0.026027757674455643,13,10349,,,
0.11747013032436371,13,10399,,,
0.024783868342638016,13,10449,,,
0.019015967845916748,13,10499,,,
0.0287037193775177,13,10549,,,
0.05403600633144379,13,10599,,,
0.026913395151495934,13,10649,,,
0.08773650228977203,13,10699,,,
,13,10709,0.030223852023482323,0.11851688474416733,2.573805332183838
0.007386473938822746,14,10749,,,
0.004773266147822142,14,10799,,,
0.05133907124400139,14,10849,,,
0.0029433290474116802,14,10899,,,
0.007904984056949615,14,10949,,,
0.004993995651602745,14,10999,,,
0.014563404023647308,14,11049,,,
0.02482980117201805,14,11099,,,
0.054923806339502335,14,11149,,,
0.020740287378430367,14,11199,,,
0.031870849430561066,14,11249,,,
0.05853838473558426,14,11299,,,
0.02020973712205887,14,11349,,,
0.029211368411779404,14,11399,,,
0.0794994980096817,14,11449,,,
,14,11474,0.02960432693362236,0.11736970394849777,2.535287857055664
0.00709977513179183,15,11499,,,
0.005064486525952816,15,11549,,,
0.01709936372935772,15,11599,,,
0.011290580034255981,15,11649,,,
0.008806980215013027,15,11699,,,
0.04532545059919357,15,11749,,,
0.00525220250710845,15,11799,,,
0.04837431013584137,15,11849,,,
0.02920491248369217,15,11899,,,
0.12131578475236893,15,11949,,,
0.03024233691394329,15,11999,,,
0.05844053253531456,15,12049,,,
0.07762913405895233,15,12099,,,
0.027319032698869705,15,12149,,,
0.07068532705307007,15,12199,,,
,15,12239,0.029032723978161812,0.11613476276397705,2.4895529747009277
0.002351499628275633,16,12249,,,
0.006724151782691479,16,12299,,,
0.0373803973197937,16,12349,,,
0.2070351243019104,16,12399,,,
0.0030455898959189653,16,12449,,,
0.03297976776957512,16,12499,,,
0.029899172484874725,16,12549,,,
0.0022188713774085045,16,12599,,,
0.0519816093146801,16,12649,,,
0.01123426016420126,16,12699,,,
0.014457518234848976,16,12749,,,
0.05114319920539856,16,12799,,,
0.018793292343616486,16,12849,,,
0.016788925975561142,16,12899,,,
0.039595361799001694,16,12949,,,
0.025372004136443138,16,12999,,,
,16,13004,0.028491562232375145,0.11478537321090698,2.4456279277801514
0.01129993423819542,17,13049,,,
