train/loss_epoch;epoch
0.00028908770764246583;17
0.0007632593042217195;17
0.000822909758426249;17
0.000571439741179347;17
0.001452835975214839;17
0.002189818536862731;17
0.001423915266059339;17
0.00038179277908056974;17
0.00045906391460448503;17
0.0016824468038976192;17
0.0013146849814802408;17
0.0005596567643806338;17
0.0010985865956172347;17
0.0010381692554801702;17
0.0005783835658803582;17
0.00042473687790334225;17
0.0005337926559150219;17
0.0005304802907630801;17
0.00036329770227894187;17
0.0007357922149822116;17
0.0004189462633803487;17
0.0023086052387952805;17
0.0007190045434981585;17
0.0005871506873518229;17
0.001044493168592453;17
0.000507413235027343;17
0.0006619186024181545;17
0.0003591867571230978;17
0.0017063283594325185;17
0.0006364833097904921;17
0.035697005689144135;17
0.0005105828167870641;17
0.00033710445859469473;17
0.00046279001981019974;17
0.0006388684851117432;17
0.0006093842093832791;17
0.0020292887929826975;17
0.0009853155352175236;17
0.0005257316515780985;17
0.000656117161270231;17
0.0007764606853015721;17
0.00032553463825024664;17
0.0008076177327893674;17
0.000668576976750046;17
0.0002894377685151994;17
0.00023165272432379425;17
0.0006445051403716207;17
0.0007518179481849074;17
0.00018134870333597064;17
0.03615598753094673;17
0.0006025081966072321;17
0.00024418332031928003;17
0.00044401444029062986;17
0.0003942598414141685;17
0.00036421313416212797;17
0.0006841064896434546;17
0.05232793092727661;18
0.000386029074434191;18
0.0019009591778740287;18
0.0005259634926915169;18
0.0003791505587287247;18
0.000559518113732338;18
0.0004323350149206817;18
0.0016074449522420764;18
0.0022861752659082413;18
0.0009317336371168494;18
0.007197552360594273;18
0.0008818740607239306;18
0.0002311633143108338;18
0.000395731971366331;18
0.002369818976148963;18
0.0009498315630480647;18
0.0007165271672420204;18
0.061327774077653885;18
0.0017025935230776668;18
0.0004679531557485461;18
0.0015463409945368767;18
0.0003198191407136619;18
0.0008369975257664919;18
0.002812913851812482;18
0.0003651940496638417;18
0.0008081883424893022;18
0.0004944026586599648;18
0.00031164297251962125;18
0.0003168508119415492;18
0.0015974274137988687;18
0.0005650463281199336;18
0.0011074417270720005;18
0.015201964415609837;18
0.0014140002895146608;18
0.0008015414350666106;18
0.00044721507583744824;18
0.0003546509542502463;18
0.00270908884704113;18
0.0005384455434978008;18
0.0013578829821199179;18
0.00017342665523756295;18
0.0014958441024646163;18
0.0010461426572874188;18
0.03831437975168228;18
0.0022406699135899544;18
0.0011583517771214247;18
0.0007598461816087365;18
0.0005270604742690921;18
0.0007591869798488915;18
0.0002409934240859002;18
0.0012347460724413395;18
0.001208791509270668;18
0.0006728438893333077;18
0.001667916658334434;18
0.0014748361427336931;18
0.002380451187491417;18
0.0030734906904399395;19
0.00026767351664602757;19
0.0024698395282030106;19
0.0009889333741739392;19
0.0004518115893006325;19
0.00043118526809848845;19
0.0015168169047683477;19
9.757134830579162e-05;19
0.0007069755811244249;19
0.00037713642814196646;19
0.00029124083812348545;19
0.000920900609344244;19
0.002148866653442383;19
0.0020323237404227257;19
0.0004036150057800114;19
0.0003725856659002602;19
0.0005977203254587948;19
0.0002973929513245821;19
0.0005632148240692914;19
0.0003136906598228961;19
0.002343257423490286;19
0.0012335875071585178;19
0.001627424149774015;19
0.000833969097584486;19
0.0021860948763787746;19
0.0005609376821666956;19
0.0016122679226100445;19
0.004561602603644133;19
0.0006607910618185997;19
0.0007094077882356942;19
0.0003525251231621951;19
0.0006481162854470313;19
0.0007352206157520413;19
0.002108012093231082;19
0.0005264912615530193;19
0.000596889469306916;19
0.000891504401806742;19
0.000637793738860637;19
0.0017160731367766857;19
0.0012149820104241371;19
0.0003869988431688398;19
0.0002666909131221473;19
0.000851463177241385;19
0.0008796313777565956;19
0.0021498396527022123;19
0.006133918184787035;19
0.00016275981033686548;19
0.0007418807945214212;19
0.0003912782995030284;19
0.0012008082121610641;19
0.0006540496251545846;19
0.0007549162255600095;19
0.00020890009182039648;19
0.00025908128009177744;19
0.007828999310731888;19
0.001905927900224924;19
0.00028861057944595814;19
0.000987096456810832;20
0.0005415157647803426;20
0.0006066263886168599;20
0.001929046818986535;20
0.0006946685607545078;20
0.0005028632003813982;20
0.0007347846403717995;20
0.0009876630501821637;20
0.0006206218968145549;20
0.0007969429134391248;20
0.0002747502876445651;20
0.0009327405132353306;20
0.0009718983201310039;20
0.0005256009753793478;20
0.0010178099619224668;20
0.00038990392931737006;20
0.0003378163673914969;20
0.022826924920082092;20
0.0009020052384585142;20
9.358434908790514e-05;20
0.0009354536305181682;20
0.0005444053094834089;20
0.00038560404209420085;20
0.00044029642594978213;20
0.05149417370557785;20
0.00021640323393512517;20
0.0006971555994823575;20
0.006493120454251766;20
