train/loss_epoch;epoch;;;;;
0.07376667857170105;0;;;;;
0.026326317340135574;0;;;;;
0.0319543331861496;0;;;;;
0.18806980550289154;0;;;;;
0.0028199111111462116;0;;;;;
0.009134897962212563;0;;;;;
0.003731842152774334;0;;;;;
0.008368242532014847;0;;;;;
0.004009826574474573;0;;;;;
0.005192187149077654;0;;;;;
0.004280634690076113;0;;;;;
0.014292772859334946;0;;;;;
0.007484158501029015;0;;;;;
0.003127880860120058;0;;;;;
0.007849074900150299;0;;;;;
0.0027678522747009993;0;;;;;
0.001449532457627356;0;;;;;
0.0020232186652719975;0;;;;;
0.0018853601068258286;0;;;;;
0.0039973268285393715;0;;;;;
0.016435913741588593;0;;;;;
0.054287903010845184;0;;;;;
0.014252783730626106;0;;;;;
0.0015844977460801601;0;;;;;
0.0010154249612241983;0;;;;;
0.005495924036949873;0;;;;;
0.002394726499915123;0;;;;;
0.001895014545880258;0;;;;;
0.0008901678374968469;0;;;;;
0.005602311808615923;0;;;;;
0.12031320482492447;0;;;;;
0.005570447072386742;0;;;;;
0.010615325532853603;0;;;;;
0.001139279454946518;0;;;;;
0.0010223624994978309;0;;;;;
0.0018904316239058971;0;;;;;
0.007605565246194601;0;;;;;
0.0020171566866338253;0;;;;;
0.009849242866039276;0;;;;;
0.012980243191123009;0;;;;;
0.015914658084511757;0;;;;;
0.0011591396760195494;0;;;;;
0.0006664532702416182;0;;;;;
0.004727608058601618;0;;;;;
0.0021468373015522957;0;;;;;
0.0068546803668141365;0;;;;;
0.0023061460815370083;0;;;;;
0.003589019877836108;0;;;;;
0.014086989685893059;0;;;;;
0.17266365885734558;0;;;;;
0.002945386804640293;0;;;;;
0.001480964245274663;0;;;;;
0.0003809888439718634;0;;;;;
0.002368863206356764;0;;;;;
0.23483172059059143;0;;;;;
0.009058770723640919;0;;;;;
0.2986917495727539;1;;;;;
0.0013676461530849338;1;;;;;
0.005386911798268557;1;;;;;
0.0015442828880622983;1;;;;;
0.00343109667301178;1;;;;;
