train|MSE,epoch,step,val|MSE,val|MAE,val|MAPE
0.3728501498699188,0,49,,,
0.27491477131843567,0,99,,,
0.1187380850315094,0,149,,,
,0,189,0.42333194613456726,0.6193278431892395,0.8392231464385986
0.3916749060153961,1,199,,,
0.46755513548851013,1,249,,,
0.1876971423625946,1,299,,,
0.14335176348686218,1,349,,,
,1,379,0.36796265840530396,0.5763254165649414,0.8119773268699646
0.39997637271881104,2,399,,,
0.3716392517089844,2,449,,,
0.18220122158527374,2,499,,,
0.17398379743099213,2,549,,,
,2,569,0.23114614188671112,0.45335763692855835,0.7544947266578674
0.1545112431049347,3,599,,,
0.07783037424087524,3,649,,,
0.17397397756576538,3,699,,,
0.16508610546588898,3,749,,,
,3,759,0.1414920836687088,0.34551408886909485,0.7226994633674622
0.14036601781845093,4,799,,,
0.0933469608426094,4,849,,,
0.10299143940210342,4,899,,,
0.11621235311031342,4,949,,,
,4,949,0.12758806347846985,0.3234386444091797,0.7146244049072266
0.03822094202041626,5,999,,,
0.12341371178627014,5,1049,,,
0.14812546968460083,5,1099,,,
,5,1139,0.12109991908073425,0.31098392605781555,0.7089465260505676
0.04481250047683716,6,1149,,,
0.05243584141135216,6,1199,,,
0.1308782696723938,6,1249,,,
0.1800779104232788,6,1299,,,
,6,1329,0.11780332028865814,0.3032234013080597,0.7049398422241211
0.059749800711870193,7,1349,,,
0.05899294093251228,7,1399,,,
0.11652744561433792,7,1449,,,
0.20240533351898193,7,1499,,,
,7,1519,0.11619560420513153,0.2984673082828522,0.7021830677986145
0.016427218914031982,8,1549,,,
0.07224905490875244,8,1599,,,
0.16625374555587769,8,1649,,,
0.15943676233291626,8,1699,,,
,8,1709,0.11547388881444931,0.29581236839294434,0.7004565000534058
0.1552598923444748,9,1749,,,
0.09194375574588776,9,1799,,,
0.10038277506828308,9,1849,,,
0.11170937120914459,9,1899,,,
,9,1899,0.11522292345762253,0.29449573159217834,0.6993340253829956
0.03818332403898239,10,1949,,,
0.10931164771318436,10,1999,,,
0.1311977207660675,10,2049,,,
,10,2089,0.11522649228572845,0.2940341830253601,0.6985676288604736
0.026460682973265648,11,2099,,,
0.07360649108886719,11,2149,,,
0.11570422351360321,11,2199,,,
0.17036908864974976,11,2249,,,
,11,2279,0.11538366973400116,0.2941572666168213,0.6980525851249695
0.04856676235795021,12,2299,,,
0.0616828091442585,12,2349,,,
0.1170855164527893,12,2399,,,
0.1943243443965912,12,2449,,,
,12,2469,0.11565347760915756,0.29468315839767456,0.6976903676986694
0.020342916250228882,13,2499,,,
0.07742687314748764,13,2549,,,
0.1594361960887909,13,2599,,,
0.1538039594888687,13,2649,,,
,13,2659,0.11599449068307877,0.29546594619750977,0.6974334120750427
0.16025123000144958,14,2699,,,
0.09223809838294983,14,2749,,,
0.09926429390907288,14,2799,,,
0.11171245574951172,14,2849,,,
,14,2849,0.11641021072864532,0.29645776748657227,0.6972683668136597
0.03784091770648956,15,2899,,,
0.1087610051035881,15,2949,,,
0.12342101335525513,15,2999,,,
,15,3039,0.1168522909283638,0.2975272834300995,0.6971593499183655
0.026155775412917137,16,3049,,,
0.06926558911800385,16,3099,,,
0.11131512373685837,16,3149,,,
0.16552142798900604,16,3199,,,
,16,3229,0.1173434853553772,0.2987009584903717,0.6970969438552856
0.04811745509505272,17,3249,,,
0.05006987228989601,17,3299,,,
0.1173422634601593,17,3349,,,
0.18933647871017456,17,3399,,,
,17,3419,0.11787782609462738,0.2999538481235504,0.6970754265785217
0.020862257108092308,18,3449,,,
0.07541258633136749,18,3499,,,
0.15605035424232483,18,3549,,,
0.1506119966506958,18,3599,,,
,18,3609,0.11844666302204132,0.30126097798347473,0.6970909833908081
0.16012437641620636,19,3649,,,
0.09278842806816101,19,3699,,,
0.09863694757223129,19,3749,,,
0.11214321106672287,19,3799,,,
,19,3799,0.11904632300138474,0.3026164174079895,0.6971430778503418
0.0372328981757164,20,3849,,,
0.10975129902362823,20,3899,,,
0.11852514743804932,20,3949,,,
,20,3989,0.11967549473047256,0.30400550365448,0.6972188949584961
0.026451705023646355,21,3999,,,
0.06076962128281593,21,4049,,,
0.1086883395910263,21,4099,,,
0.16239053010940552,21,4149,,,
,21,4179,0.12030564993619919,0.30537793040275574,0.6973170042037964
0.048217274248600006,22,4199,,,
0.038922205567359924,22,4249,,,
0.11758298426866531,22,4299,,,
0.1854577362537384,22,4349,,,
,22,4369,0.12094193696975708,0.30674269795417786,0.6974343657493591
0.020480742678046227,23,4399,,,
0.0727405995130539,23,4449,,,
0.1535121202468872,23,4499,,,
0.14855816960334778,23,4549,,,
,23,4559,0.12159277498722076,0.30811426043510437,0.6975677609443665
0.15906831622123718,24,4599,,,
0.09368540346622467,24,4649,,,
0.09801679104566574,24,4699,,,
0.11267577111721039,24,4749,,,
,24,4749,0.12225179374217987,0.30948251485824585,0.697716474533081
0.03662213683128357,25,4799,,,
0.11045211553573608,25,4849,,,
0.11492441594600677,25,4899,,,
,25,4939,0.12291821092367172,0.310839980840683,0.6978674530982971
0.026873178780078888,26,4949,,,
0.05200447887182236,26,4999,,,
0.10665826499462128,26,5049,,,
0.16012290120124817,26,5099,,,
,26,5129,0.12359356135129929,0.31218793988227844,0.6980272531509399
0.04842584207653999,27,5149,,,
0.02988792210817337,27,5199,,,
0.11789897084236145,27,5249,,,
0.18225246667861938,27,5299,,,
,27,5319,0.12426643073558807,0.313515305519104,0.6981983780860901
0.019758636131882668,28,5349,,,
0.07045815140008926,28,5399,,,
0.15137624740600586,28,5449,,,
0.1472948044538498,28,5499,,,
,28,5509,0.12493974715471268,0.31482961773872375,0.6983827352523804
0.15776073932647705,29,5549,,,
0.09468971192836761,29,5599,,,
0.09745348989963531,29,5649,,,
0.11323035508394241,29,5699,,,
,29,5699,0.12559106945991516,0.31608495116233826,0.6985577344894409
0.036070745438337326,30,5749,,,
0.11052478104829788,30,5799,,,
0.11213690787553787,30,5849,,,
,30,5889,0.12623590230941772,0.31731176376342773,0.698737621307373
0.02734396979212761,31,5899,,,
0.04382546246051788,31,5949,,,
0.10494861006736755,31,5999,,,
0.15853071212768555,31,6049,,,
,31,6079,0.12686266005039215,0.31848883628845215,0.6989130973815918
0.04866650328040123,32,6099,,,
0.023128416389226913,32,6149,,,
0.11827956140041351,32,6199,,,
0.17981883883476257,32,6249,,,
,32,6269,0.12745928764343262,0.3195998966693878,0.6990777254104614
0.018866153433918953,33,6299,,,
0.06881794333457947,33,6349,,,
0.14979049563407898,33,6399,,,
0.14669260382652283,33,6449,,,
,33,6459,0.12802554666996002,0.3206513226032257,0.6992440819740295
0.15655210614204407,34,6499,,,
0.09555140137672424,34,6549,,,
0.09698013961315155,34,6599,,,
0.11376689374446869,34,6649,,,
,34,6649,0.1285649985074997,0.321652352809906,0.6994149088859558
0.03560451790690422,35,6699,,,
0.1098819226026535,35,6749,,,
0.11013568192720413,35,6799,,,
,35,6839,0.1290830820798874,0.3226059675216675,0.6995829939842224
0.027711231261491776,36,6849,,,
0.036987148225307465,36,6899,,,
0.10357089340686798,36,6949,,,
0.1574537605047226,36,6999,,,
,36,7029,0.1295684427022934,0.32349520921707153,0.6997382640838623
0.04890035092830658,37,7049,,,
0.018424194306135178,37,7099,,,
0.1186644434928894,37,7149,,,
0.1780589073896408,37,7199,,,
,37,7219,0.13001522421836853,0.32431524991989136,0.6998875141143799
0.01799299195408821,38,7249,,,
0.06784555315971375,38,7299,,,
0.14871977269649506,38,7349,,,
0.14649417996406555,38,7399,,,
,38,7409,0.13042205572128296,0.32506221532821655,0.7000315189361572
0.15543855726718903,39,7449,,,
0.096181221306324,39,7499,,,
0.09662409871816635,39,7549,,,
0.11423701792955399,39,7599,,,
,39,7599,0.13079068064689636,0.3257412612438202,0.7001661658287048
0.03522964194417,40,7649,,,
0.10879205167293549,40,7699,,,
0.10864344239234924,40,7749,,,
,40,7789,0.1311328411102295,0.3263682425022125,0.7002910375595093
0.027897050604224205,41,7799,,,
0.03175003081560135,41,7849,,,
0.10251843929290771,41,7899,,,
0.1567327380180359,41,7949,,,
,41,7979,0.13145358860492706,0.3269495368003845,0.7004038095474243
0.04911143332719803,42,7999,,,
0.015377138741314411,42,8049,,,
0.11895930022001266,42,8099,,,
0.17676286399364471,42,8149,,,
,42,8169,0.13173487782478333,0.32745760679244995,0.7004992365837097
0.017265699803829193,43,8199,,,
0.06742791831493378,43,8249,,,
0.14801251888275146,43,8299,,,
0.14654165506362915,43,8349,,,
,43,8359,0.1319800764322281,0.32790234684944153,0.7005822062492371
0.15452300012111664,44,8399,,,
0.09647597372531891,44,8449,,,
0.09636449068784714,44,8499,,,
0.11462990194559097,44,8549,,,
,44,8549,0.13218246400356293,0.3282735347747803,0.7006466388702393
0.03495870158076286,45,8599,,,
0.10751460492610931,45,8649,,,
0.10746104270219803,45,8699,,,
,45,8739,0.13235215842723846,0.32858791947364807,0.7006970047950745
0.02791748195886612,46,8749,,,
0.028037749230861664,46,8799,,,
0.10174062848091125,46,8849,,,
0.1562427282333374,46,8899,,,
,46,8929,0.13248981535434723,0.3288443684577942,0.7007318139076233
0.04928246885538101,47,8949,,,
0.013534361496567726,47,8999,,,
0.11913003772497177,47,9049,,,
0.1757659912109375,47,9099,,,
,47,9119,0.13259053230285645,0.3290359675884247,0.700750470161438
0.01673450879752636,48,9149,,,
0.06740882992744446,48,9199,,,
0.1475186049938202,48,9249,,,
0.14668242633342743,48,9299,,,
,48,9309,0.13266359269618988,0.3291792571544647,0.7007554769515991
0.15373772382736206,49,9349,,,
0.09655527770519257,49,9399,,,
0.09615741670131683,49,9449,,,
0.11493048816919327,49,9499,,,
,49,9499,0.13271133601665497,0.32927778363227844,0.7007432579994202
0.03479902073740959,50,9549,,,
0.10627178102731705,50,9599,,,
0.10639484226703644,50,9649,,,
,50,9689,0.1327340453863144,0.3293321430683136,0.7007177472114563
0.02779402956366539,51,9699,,,
0.02545774355530739,51,9749,,,
0.10114140808582306,51,9799,,,
0.1558874547481537,51,9849,,,
,51,9879,0.13273711502552032,0.3293515741825104,0.7006826400756836
0.049411773681640625,52,9899,,,
0.012416103854775429,52,9949,,,
0.11914752423763275,52,9999,,,
0.17499426007270813,52,10049,,,
,52,10069,0.13272008299827576,0.32933664321899414,0.7006365060806274
0.016402559354901314,53,10099,,,
0.06766112148761749,53,10149,,,
0.14712852239608765,53,10199,,,
0.14682289958000183,53,10249,,,
,53,10259,0.13267603516578674,0.32927489280700684,0.7005758881568909
0.15305441617965698,54,10299,,,
0.09649737179279327,54,10349,,,
0.09598592668771744,54,10399,,,
0.1151924580335617,54,10449,,,
,54,10449,0.13261738419532776,0.329187273979187,0.7005049586296082
0.03473274037241936,55,10499,,,
0.10513310134410858,55,10549,,,
0.10546169430017471,55,10599,,,
,55,10639,0.13254769146442413,0.3290766477584839,0.7004225254058838
0.02758685126900673,56,10649,,,
0.023800669237971306,56,10699,,,
0.10065901279449463,56,10749,,,
0.15567521750926971,56,10799,,,
,56,10829,0.13245218992233276,0.32892483472824097,0.7003301978111267
0.04945917800068855,57,10849,,,
0.01177937164902687,57,10899,,,
0.11901949346065521,57,10949,,,
0.17436003684997559,57,10999,,,
,57,11019,0.13235333561897278,0.328763484954834,0.7002314329147339
0.016242779791355133,58,11049,,,
0.0681295320391655,58,11099,,,
0.14674323797225952,58,11149,,,
0.14694780111312866,58,11199,,,
,58,11209,0.13223664462566376,0.32857194542884827,0.7001215815544128
0.152457132935524,59,11249,,,
0.09632735699415207,59,11299,,,
0.09583278000354767,59,11349,,,
0.11545374989509583,59,11399,,,
,59,11399,0.13211387395858765,0.32836732268333435,0.7000054717063904
0.034707967191934586,60,11449,,,
0.10414252430200577,60,11499,,,
0.10461188852787018,60,11549,,,
,60,11589,0.13198040425777435,0.3281407058238983,0.6998797655105591
0.027342019602656364,61,11599,,,
0.02271663211286068,61,11649,,,
0.10023777186870575,61,11699,,,
0.15550702810287476,61,11749,,,
,61,11779,0.13182908296585083,0.3278830349445343,0.6997450590133667
0.049437977373600006,62,11799,,,
0.011430379003286362,62,11849,,,
0.11880500614643097,62,11899,,,
