train/loss_epoch;epoch
0.4992871880531311;0
0.09330818057060242;0
0.01932433806359768;0
0.16700680553913116;0
0.0063197677955031395;0
0.007137997075915337;0
0.028106961399316788;0
0.015221843495965004;0
0.0029782624915242195;0
0.009602737613022327;0
0.002075222786515951;0
0.027454769238829613;0
0.009673405438661575;0
0.005669294856488705;0
0.0013269532937556505;0
0.0019899317994713783;0
0.004878224804997444;0
0.037705197930336;0
0.0019064403604716063;0
0.002975694602355361;0
0.031792160123586655;0
0.13246282935142517;0
0.018739230930805206;0
0.0013331443769857287;0
0.0029869575519114733;0
0.0018942493479698896;0
0.009133204817771912;0
0.015861960127949715;0
0.003505780128762126;0
0.0021879496052861214;0
0.13342823088169098;0
0.001965190749615431;0
0.0006136077572591603;0
0.0014314434956759214;0
0.0031762614380568266;0
0.007973019964993;0
0.012946789152920246;0
0.0022724787704646587;0
0.002472249325364828;0
0.0037854770198464394;0
0.0017304604407399893;0
0.0011118066031485796;0
0.0021795856300741434;0
0.010682947933673859;0
0.007021032739430666;0
0.013186952099204063;0
0.004127806983888149;0
0.0010332836536690593;0
0.00505038071423769;0
0.14880843460559845;0
0.00825532153248787;0
0.00032407979597337544;0
0.0008218660368584096;0
0.0013236635131761432;0
0.05608807131648064;0
0.000735113862901926;0
0.13935643434524536;1
0.005972377955913544;1
0.0239388607442379;1
0.003394093830138445;1
0.0020386017858982086;1
0.004597241058945656;1
0.007830092683434486;1
0.028422407805919647;1
0.007537364959716797;1
0.006598793901503086;1
0.04669603705406189;1
0.0017704985802993178;1
0.00156698701903224;1
0.0037855857517570257;1
0.0025413869880139828;1
0.0012808737810701132;1
0.0028888448141515255;1
0.25866207480430603;1
0.005524218548089266;1
0.011994551867246628;1
0.007208632305264473;1
0.0016625557327643037;1
0.005872661247849464;1
0.012668764218688011;1
0.0017534669023007154;1
0.0020290901884436607;1
0.00253303162753582;1
0.001820828067138791;1
0.010950944386422634;1
0.0024896454997360706;1
0.001646151882596314;1
0.007044319994747639;1
0.011539752595126629;1
0.0015366175211966038;1
0.005537982098758221;1
0.0007064561359584332;1
0.0011910549364984035;1
0.011007970198988914;1
0.0012342050904408097;1
0.0013011606642976403;1
0.0010737739503383636;1
0.008387694135308266;1
0.003401487832888961;1
0.14863543212413788;1
0.005004066042602062;1
0.0011784877860918641;1
0.0014530696207657456;1
0.0015019266866147518;1
0.007897922769188881;1
0.0024855691008269787;1
0.027002863585948944;1
0.0039745778776705265;1
0.0012242892989888787;1
0.008294239640235901;1
0.004992854781448841;1
0.010799608193337917;1
0.004835677798837423;2
0.0015401055570691824;2
0.012165457010269165;2
0.008398568257689476;2
0.0006450931541621685;2
0.001440029707737267;2
0.0023458318319171667;2
0.0007884097867645323;2
0.005307284649461508;2
0.0008289867546409369;2
0.0017235345439985394;2
0.0012409146875143051;2
0.005725004710257053;2
0.009453007020056248;2
0.004351376090198755;2
0.002410012995824218;2
0.0018423397559672594;2
0.001633401494473219;2
0.0007674972293898463;2
0.0012502465397119522;2
0.006316577084362507;2
0.006240083836019039;2
0.004856575280427933;2
0.0017502654809504747;2
0.001677493448369205;2
0.0011164471507072449;2
0.002012708457186818;2
0.04202137514948845;2
0.0011232373071834445;2
0.0016687841853126884;2
0.0009523412445560098;2
0.005703714210540056;2
0.005230145528912544;2
0.0008646398782730103;2
0.002342933788895607;2
0.001209144713357091;2
0.001497605349868536;2
0.0016284370794892311;2
0.0031909183599054813;2
0.003607725026085973;2
0.0008990907808765769;2
0.00041315346607007086;2
0.002401379868388176;2
0.009636207483708858;2
0.002288132207468152;2
0.027170676738023758;2
0.0012770532630383968;2
0.0013295190874487162;2
0.000619211234152317;2
0.002914255019277334;2
0.004121226258575916;2
0.0010420477483421564;2
