train|MSE,epoch,step,val|MSE,val|MAE,val|MAPE
0.30965808033943176,0,49,,,
0.15075229108333588,0,99,,,
0.11360972374677658,0,149,,,
,0,189,0.23796263337135315,0.3806357681751251,0.8607864379882812
0.0502200722694397,1,199,,,
0.09851837903261185,1,249,,,
0.14303672313690186,1,299,,,
0.15949901938438416,1,349,,,
,1,379,0.22783821821212769,0.37651869654655457,0.8389085531234741
0.045108094811439514,2,399,,,
0.12395305931568146,2,449,,,
0.1581270545721054,2,499,,,
0.18740001320838928,2,549,,,
,2,569,0.2217370569705963,0.3734809160232544,0.8254563212394714
0.03258199244737625,3,599,,,
0.07170471549034119,3,649,,,
0.17629912495613098,3,699,,,
0.14175289869308472,3,749,,,
,3,759,0.21690842509269714,0.37000903487205505,0.8165420889854431
0.13897141814231873,4,799,,,
0.330443799495697,4,849,,,
0.11973682045936584,4,899,,,
0.16356082260608673,4,949,,,
,4,949,0.21270805597305298,0.3674219846725464,0.8018442988395691
0.04644974321126938,5,999,,,
0.18376237154006958,5,1049,,,
0.08538518846035004,5,1099,,,
,5,1139,0.21093186736106873,0.3667035400867462,0.7910090088844299
0.033315252512693405,6,1149,,,
0.06871804594993591,6,1199,,,
0.1086532324552536,6,1249,,,
0.15543952584266663,6,1299,,,
,6,1329,0.20946921408176422,0.36618947982788086,0.7819023132324219
0.0423302948474884,7,1349,,,
0.04597720503807068,7,1399,,,
0.13659673929214478,7,1449,,,
0.1889445185661316,7,1499,,,
,7,1519,0.207160085439682,0.36467355489730835,0.7737977504730225
0.022575316950678825,8,1549,,,
0.0726584643125534,8,1599,,,
0.14035791158676147,8,1649,,,
0.14685845375061035,8,1699,,,
,8,1709,0.20216460525989532,0.3600340783596039,0.7680307030677795
0.15603429079055786,9,1749,,,
0.2409074306488037,9,1799,,,
0.0817362368106842,9,1849,,,
0.11600017547607422,9,1899,,,
,9,1899,0.20385921001434326,0.36282509565353394,0.7606026530265808
0.040272027254104614,10,1949,,,
