train|MSE;epoch
0.04956212639808655;0
0.02902166172862053;0
0.031032592058181763;0
0.06186148524284363;0
0.019101141020655632;0
0.015944041311740875;0
0.012002674862742424;0
0.03901391848921776;0
0.015102452598512173;0
0.0614132396876812;0
0.005955057218670845;0
0.045210592448711395;0
0.12710228562355042;1
0.016556227579712868;1
0.069719098508358;1
0.12403473258018494;1
0.025728739798069;1
0.021302923560142517;1
0.014536987990140915;1
0.02349601499736309;1
0.04133432358503342;1
0.017275966703891754;1
0.017298586666584015;1
0.05144999921321869;1
0.021760182455182076;1
0.009371064603328705;2
0.019552679732441902;2
0.03202774375677109;2
0.0209144689142704;2
0.008791826665401459;2
0.008714506402611732;2
0.007079120725393295;2
0.018655870109796524;2
0.03329772874712944;2
0.02355850860476494;2
0.022874414920806885;2
0.00903462152928114;2
0.007649032399058342;2
0.007676474750041962;3
0.008446446619927883;3
0.021302994340658188;3
0.019062547013163567;3
0.026920199394226074;3
0.012945539318025112;3
0.018704131245613098;3
0.012380359694361687;3
0.018770989030599594;3
0.013940270990133286;3
0.011451288126409054;3
0.011081201024353504;3
0.03481411933898926;4
0.006452699191868305;4
0.01897423341870308;4
0.010918807238340378;4
0.014931708574295044;4
0.012282401323318481;4
0.01622912473976612;4
0.017365414649248123;4
0.014710057526826859;4
0.02466563880443573;4
0.01130308024585247;4
0.010900058783590794;4
0.008881345391273499;4
0.00954875536262989;5
0.00789104588329792;5
0.030343983322381973;5
0.023565325886011124;5
0.011876130476593971;5
0.011774042621254921;5
0.011652041226625443;5
0.015529662370681763;5
0.0074085392989218235;5
0.01553476881235838;5
0.024059925228357315;5
0.006863396614789963;5
0.012026997283101082;5
0.011027352884411812;6
0.00808571558445692;6
0.019986486062407494;6
0.007090550847351551;6
0.0202143806964159;6
0.012094400823116302;6
0.007520040962845087;6
0.00517074391245842;6
0.01713450253009796;6
0.015158104710280895;6
0.00817897915840149;6
0.013093735091388226;6
0.005289343651384115;6
0.004986467305570841;7
0.00750993937253952;7
0.019045762717723846;7
0.016715887933969498;7
0.01714964397251606;7
0.007824900560081005;7
0.007087418343871832;7
0.012582264840602875;7
0.02151092141866684;7
0.013167468830943108;7
0.00631717499345541;7
0.00903607439249754;7
0.014039738103747368;8
0.003872340079396963;8
0.014209466055035591;8
0.01506427675485611;8
0.022338461130857468;8
0.0075600966811180115;8
0.012080814689397812;8
0.005959670525044203;8
0.03528229519724846;8
0.017738984897732735;8
0.011966043151915073;8
0.004144949372857809;8
0.0072211166843771935;8
0.010298499837517738;9
0.005477244034409523;9
0.013600973412394524;9
0.009760070592164993;9
0.01410854421555996;9
0.005504756234586239;9
0.0022078207693994045;9
0.018500439822673798;9
0.004789970349520445;9
0.016575874760746956;9
0.008853144943714142;9
0.00638551777228713;9
0.003354781772941351;9
0.0035567625891417265;10
0.005421629641205072;10
0.014092700555920601;10
0.009706325829029083;10
0.008622081018984318;10
0.005420551635324955;10
0.004742197692394257;10
0.008327217772603035;10
0.013240378350019455;10
0.007905121892690659;10
0.004727505147457123;10
0.006127448286861181;10
0.00967180635780096;10
0.00925399735569954;11
0.00771988183259964;11
0.005993597209453583;11
0.021208133548498154;11
0.01455535925924778;11
0.022274142131209373;11
0.008851336315274239;11
0.008735183626413345;11
0.02170521579682827;11
0.005900345742702484;11
0.004575579427182674;11
0.02218359336256981;11
0.006612238474190235;12
0.01291695237159729;12
0.010764967650175095;12
0.0260113887488842;12
0.008406098000705242;12
0.007111786399036646;12
0.0055897654965519905;12
0.009370218962430954;12
0.010484914295375347;12
0.006683903280645609;12
0.012565583921968937;12
0.011561846360564232;12
0.002411958295851946;12
0.007845590822398663;13
0.013491805642843246;13
0.019930198788642883;13
0.018879858776926994;13
0.010778555646538734;13
0.003513240721076727;13
0.009259214624762535;13
0.017687510699033737;13
0.023863166570663452;13
0.00685874791815877;13
0.010166466236114502;13
0.012260697782039642;13
0.008354655466973782;13
0.006485531572252512;14
0.009114320389926434;14
0.01439617294818163;14
0.020590487867593765;14
0.01190667599439621;14
0.006149661261588335;14
0.009588411077857018;14
0.012133896350860596;14
0.02708141878247261;14
0.014998320490121841;14
0.008564675226807594;14
0.00958192814141512;14
0.0042157042771577835;14
0.010468420572578907;15
0.008542565628886223;15
0.029662858694791794;15
0.00904141180217266;15
0.009869948029518127;15
0.032369066029787064;15
0.0021324139088392258;15
0.011082502081990242;15
0.006982430815696716;15
0.02224064990878105;15
0.005717775784432888;15
0.007197720464318991;15
0.004693141207098961;16
0.007938354276120663;16
0.009626461192965508;16
0.001988248899579048;16
0.018866047263145447;16
0.0040308209136128426;16
0.0076856473460793495;16
0.0049045505002141;16
0.005685444921255112;16
0.005057243630290031;16
0.007703856565058231;16
0.009081356227397919;16
0.004595362115651369;16
0.015770720317959785;17
0.003698258427903056;17
0.029797611758112907;17
0.010077173821628094;17
0.005519483238458633;17
0.006732118781656027;17
0.00914089661091566;17
0.011155183427035809;17
0.00695057213306427;17
0.011571806855499744;17
0.009809990413486958;17
0.005615652538836002;17
0.00247863307595253;17
0.005519893020391464;18
0.00230411347001791;18
0.015792476013302803;18
0.01828850246965885;18
0.010855579748749733;18
0.013654970563948154;18
0.00215523992665112;18
