epoch,step,val/loss_epoch,val/val_mae,val/val_mse,val/rmse,val/mape
0,2821,0.03218154236674309,0.11996308714151382,0.03218154236674309,0.11996308714151382,1.0560336112976074
1,5643,0.019052749499678612,0.09733755886554718,0.019052749499678612,0.09733755886554718,0.5094758868217468
2,8465,0.014058606699109077,0.07915547490119934,0.014058606699109077,0.07915547490119934,0.4537765085697174
3,11287,0.011028563603758812,0.06328149139881134,0.011028563603758812,0.06328149139881134,0.4193718135356903
4,14109,0.009593565948307514,0.057241570204496384,0.009593565948307514,0.057241570204496384,0.40567082166671753
5,16931,0.00897965393960476,0.05757783725857735,0.00897965393960476,0.05757783725857735,0.3988095819950104
6,19753,0.008541272953152657,0.056917864829301834,0.008541272953152657,0.056917864829301834,0.39058107137680054
7,22575,0.00811996590346098,0.05586615949869156,0.00811996590346098,0.05586615949869156,0.3806591033935547
8,25397,0.007708510849624872,0.053832314908504486,0.007708510849624872,0.053832314908504486,0.36986085772514343
9,28219,0.007164855021983385,0.050827838480472565,0.007164855021983385,0.050827838480472565,0.3519328534603119
10,31041,0.006814064458012581,0.050432030111551285,0.006814064458012581,0.050432030111551285,0.33823224902153015
11,33863,0.006317424587905407,0.04731468856334686,0.006317424587905407,0.04731468856334686,0.3182026445865631
12,36685,0.005963167175650597,0.04553760215640068,0.005963167175650597,0.04553760215640068,0.30437618494033813
13,39507,0.005676397122442722,0.04461956024169922,0.005676397122442722,0.04461956024169922,0.28818947076797485
14,42329,0.005330146290361881,0.0423809289932251,0.005330146290361881,0.0423809289932251,0.27667075395584106
15,45151,0.005088443402200937,0.0408056415617466,0.005088443402200937,0.0408056415617466,0.26490941643714905
16,47973,0.004859360866248608,0.03948867693543434,0.004859360866248608,0.03948867693543434,0.25331130623817444
17,50795,0.004592158365994692,0.03657521307468414,0.004592158365994692,0.03657521307468414,0.24283801019191742
18,53617,0.004426626488566399,0.03574412688612938,0.004426626488566399,0.03574412688612938,0.2360004186630249
19,56439,0.004333063494414091,0.03460550308227539,0.004333063494414091,0.03460550308227539,0.23248672485351562
20,59261,0.004198734182864428,0.03388544172048569,0.004198734182864428,0.03388544172048569,0.22503316402435303
21,62083,0.004150705877691507,0.03376472741365433,0.004150705877691507,0.03376472741365433,0.2231927514076233
22,64905,0.00405166344717145,0.033495910465717316,0.00405166344717145,0.033495910465717316,0.21853697299957275
23,67727,0.0039147790521383286,0.03222252056002617,0.0039147790521383286,0.03222252056002617,0.21048201620578766
24,70549,0.0038618664257228374,0.03221690282225609,0.0038618664257228374,0.03221690282225609,0.20764441788196564
25,73371,0.003859038231894374,0.03257652744650841,0.003859038231894374,0.03257652744650841,0.20996344089508057
26,76193,0.0038101968821138144,0.03223337233066559,0.0038101968821138144,0.03223337233066559,0.20809856057167053
27,79015,0.0037209144793450832,0.03142009675502777,0.0037209144793450832,0.03142009675502777,0.20290271937847137
28,81837,0.0037711907643824816,0.03367917984724045,0.0037711907643824816,0.03367917984724045,0.20616182684898376
29,84659,0.003748243674635887,0.03320853412151337,0.003748243674635887,0.03320853412151337,0.20673643052577972
30,87481,0.003639905946329236,0.032100845128297806,0.003639905946329236,0.032100845128297806,0.20035076141357422
31,90303,0.0036694034934043884,0.03349742293357849,0.0036694034934043884,0.03349742293357849,0.20188497006893158
32,93125,0.0036105916369706392,0.03253410384058952,0.0036105916369706392,0.03253410384058952,0.2015983611345291
33,95947,0.0035865686368197203,0.03294958919286728,0.0035865686368197203,0.03294958919286728,0.19813159108161926
34,98769,0.003501747502014041,0.03209085762500763,0.003501747502014041,0.03209085762500763,0.19290989637374878
35,101591,0.003465670859441161,0.031420040875673294,0.003465670859441161,0.031420040875673294,0.19173093140125275
36,104413,0.0034297003876417875,0.031892385333776474,0.0034297003876417875,0.031892385333776474,0.18931353092193604
37,107235,0.0034156269393861294,0.03173159807920456,0.0034156269393861294,0.03173159807920456,0.18817020952701569
38,110057,0.003379610599949956,0.03110887110233307,0.003379610599949956,0.03110887110233307,0.18576861917972565
39,112879,0.003406323492527008,0.03153561055660248,0.003406323492527008,0.03153561055660248,0.18713930249214172
40,115701,0.0032888674177229404,0.03143688663840294,0.0032888674177229404,0.03143688663840294,0.18074394762516022
41,118523,0.0032470112200826406,0.030141033232212067,0.0032470112200826406,0.030141033232212067,0.17865820229053497
42,121345,0.003221017075702548,0.030664723366498947,0.003221017075702548,0.030664723366498947,0.17640420794487
43,124167,0.003166979644447565,0.029532521963119507,0.003166979644447565,0.029532521963119507,0.1792212873697281
44,126989,0.003124868730083108,0.029280096292495728,0.003124868730083108,0.029280096292495728,0.1738763302564621
45,129811,0.0031296920496970415,0.030503423884510994,0.0031296920496970415,0.030503423884510994,0.17899760603904724
46,132633,0.0030465354211628437,0.029294967651367188,0.0030465354211628437,0.029294967651367188,0.17413610219955444
