train|MSE,epoch,step
0.002526527736335993,0,49
0.020749546587467194,0,99
0.0030442187562584877,0,149
0.2936578094959259,0,199
0.0044751251116395,0,249
0.006837062072008848,0,299
0.0020476807840168476,0,349
