year,month,day,hour,consumption,generation,dayOfWeek,dayOfYear,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,prev_consumption,consumption_change
-1.0,-1.0,-1.0,-1.0,0.13088482459556716,-0.7795452516752184,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.7545827855076025,0.39593931209221
-1.0,-1.0,-1.0,-1.0,-0.2155274940991655,-0.841801510082091,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,0.13088482459556716,-0.44260999994662076
-1.0,-1.0,-1.0,-1.0,-0.5066719292788566,-0.9964294838449534,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.2155274940991655,-0.40498876380503945
-1.0,-1.0,-1.0,-1.0,-0.583888565058172,-0.9994274862027253,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.5066719292788566,-0.2593666095515659
-1.0,-1.0,-1.0,-1.0,-0.11846889351836132,-0.9973775174447417,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.583888565058172,0.11000973269777259
-1.0,-1.0,-1.0,-1.0,-0.6740674328820906,-0.9997168211325308,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.11846889351836132,-0.585004528284429
-1.0,-1.0,-1.0,-1.0,-0.6862455008586597,-1.0,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.6740674328820906,-0.2150944000512428
-1.0,-1.0,-1.0,-1.0,-0.7224791085622875,-1.0,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.6862455008586597,-0.2314691747490757
-1.0,-1.0,-1.0,-1.0,-0.8174936548057496,-1.0,-1.0,-1.0,-0.8666666666666667,-0.8787878787878788,-1.0,0.5076923076923081,-1.0,0.94,-0.736842105263158,-0.9534883720930233,-0.8421052631578948,-0.95,0.31914893617021267,0.8600000000000001,-0.24242424242424243,-1.0,0.7297297297297263,-0.8285714285714286,1.0,-0.9554317548746517,0.33333333333333326,-0.7224791085622875,-0.2714817720982944
-1.0,-1.0,-0.9333333333333333,-1.0,-0.7841614541538477,-1.0,-0.6666666666666667,-0.9945054945054945,-0.8222222222222222,-0.8181818181818181,-1.0,-0.5076923076923072,-0.75,1.0,-1.0,-0.8604651162790699,-0.8947368421052633,-0.8500000000000001,-0.5319148936170213,-0.05999999999999994,-0.7272727272727273,-1.0,0.7837837837837824,-0.8857142857142857,1.0,-0.8551532033426184,-0.5,-0.8174936548057496,-0.1841152408353389
