epoch,step,val/loss_epoch,val/val_mae,val/val_mse,val/rmse,val/mape
0,2821,0.04663529247045517,0.16373400390148163,0.04663529247045517,0.16373400390148163,1.110145092010498
1,5643,0.06128488481044769,0.19204621016979218,0.06128488481044769,0.19204621016979218,1.3114482164382935
2,8465,0.03904850780963898,0.1425057202577591,0.03904850780963898,0.1425057202577591,1.0114201307296753
3,11287,0.05225163698196411,0.1905769258737564,0.05225163698196411,0.1905769258737564,1.0686397552490234
4,14109,0.04642355442047119,0.1856532096862793,0.04642355442047119,0.1856532096862793,0.9787130951881409
5,16931,0.0400116927921772,0.17371290922164917,0.0400116927921772,0.17371290922164917,0.9095665812492371
6,19753,0.04318099841475487,0.1801028698682785,0.04318099841475487,0.1801028698682785,0.9725872278213501
7,22575,0.0406268946826458,0.17126213014125824,0.0406268946826458,0.17126213014125824,0.985996663570404
8,25397,0.038475990295410156,0.16412940621376038,0.038475990295410156,0.16412940621376038,0.9773159623146057
9,28219,0.03162691369652748,0.14514267444610596,0.03162691369652748,0.14514267444610596,0.9031828045845032
10,31041,0.03226930648088455,0.14882472157478333,0.03226930648088455,0.14882472157478333,0.8910152912139893
11,33863,0.026266489177942276,0.12957575917243958,0.026266489177942276,0.12957575917243958,0.8316805362701416
12,36685,0.028344381600618362,0.13986065983772278,0.028344381600618362,0.13986065983772278,0.8238534927368164
13,39507,0.02101188339293003,0.11645534634590149,0.02101188339293003,0.11645534634590149,0.7258234024047852
14,42329,0.020331233739852905,0.11602544039487839,0.020331233739852905,0.11602544039487839,0.7030822038650513
15,45151,0.019136732444167137,0.1110723465681076,0.019136732444167137,0.1110723465681076,0.6923269033432007
16,47973,0.021300137042999268,0.12033315747976303,0.021300137042999268,0.12033315747976303,0.7055616974830627
17,50795,0.016434406861662865,0.10074459761381149,0.016434406861662865,0.10074459761381149,0.6485754251480103
18,53617,0.02015153132379055,0.1181815043091774,0.02015153132379055,0.1181815043091774,0.6799116730690002
19,56439,0.016566410660743713,0.1031118705868721,0.016566410660743713,0.1031118705868721,0.6521339416503906
20,59261,0.013223613612353802,0.08579877018928528,0.013223613612353802,0.08579877018928528,0.6319218873977661
21,62083,0.01838986761868,0.11360124498605728,0.01838986761868,0.11360124498605728,0.6438136696815491
22,64905,0.016126006841659546,0.10421939194202423,0.016126006841659546,0.10421939194202423,0.6553788185119629
23,67727,0.011413659900426865,0.0777144506573677,0.011413659900426865,0.0777144506573677,0.5982714295387268
24,70549,0.017594773322343826,0.11254104971885681,0.017594773322343826,0.11254104971885681,0.6433383226394653
25,73371,0.017087552696466446,0.10732053220272064,0.017087552696466446,0.10732053220272064,0.6855850219726562
