calculate_MSE;calculate_RMSE;calculate_MAE;calculate_MAPE;r2;model
0.0042486924396749;0.06518199475065871;0.03248515918531991;0.20331790460806515;0.8915649548729666;LSTM
0.0031409888535692313;0.056044525634260045;0.029102931371478173;0.16863102383228032;0.9198357440750995;RNN
0.0038294136668929647;0.06188225647867864;0.03491801023939348;0.19515993221987382;0.9022657794897033;GRU
0.006504885558882013;0.08065287074172879;0.049698401781531544;0.3347375320264239;0.8339824383293013;TST
0.03516343350039657;0.18751915502261782;0.162907300976059;0.47813880152629074;0.10255953977014653;Transformer
