calculate_MSE;calculate_RMSE;calculate_MAE;calculate_MAPE;r2;model
0.0028552015796354476;0.053434086308604994;0.02605132421064045;0.16130228452200113;0.9271296012760488;RNN
0.004103952944068731;0.0640621022451553;0.04024821266710989;0.20719370374817533;0.8952589934414349;LSTM
0.0032127675512568918;0.05668128043064034;0.02910694614319955;0.16522182338899702;0.9180038095603205;GRU
0.0073533511296792345;0.08575168295537548;0.05035964463612882;0.3984657941828885;0.8123279166701222;TST
0.03744973769121572;0.19351934707210988;0.16839224555552978;0.8409501824450988;0.04420852904728767;Transformer
0.013042916835129465;0.11420559020962794;0.09966383603783911;0.3359134946304878;0.6671189323100011;TCN
